Timestamp,Temperature_C,Humidity_Percent
2026-06-24 18:37:04,18.00,73.00
2026-06-24 18:37:06,18.00,73.00
2026-06-24 18:37:08,18.00,73.00
2026-06-24 18:37:10,18.00,73.00
2026-06-24 18:37:12,18.00,73.00
2026-06-24 18:37:14,18.00,73.00
2026-06-24 18:37:16,18.00,73.00
2026-06-24 18:37:18,18.00,73.00
2026-06-24 18:37:20,18.00,73.00
2026-06-24 18:37:22,18.00,73.00
2026-06-24 18:37:24,18.00,73.00
2026-06-24 18:37:26,18.00,73.00
2026-06-24 18:37:28,18.00,73.00
2026-06-24 18:37:30,18.00,73.00
2026-06-24 18:37:32,18.00,73.00
2026-06-24 18:37:34,18.00,73.00
2026-06-24 18:37:36,18.00,73.00
2026-06-24 18:37:38,18.00,73.00
2026-06-24 18:37:40,18.00,73.00
2026-06-24 18:37:42,18.00,73.00
2026-06-24 18:37:44,18.00,73.00
2026-06-24 18:37:46,18.00,73.00
2026-06-24 18:37:48,18.00,73.00
2026-06-24 18:37:50,18.00,73.00
2026-06-24 18:37:52,18.00,73.00
2026-06-24 18:37:54,18.00,73.00
2026-06-24 18:37:56,18.00,73.00
2026-06-24 18:37:58,18.00,73.00
2026-06-24 18:38:00,18.00,73.00
2026-06-24 18:38:02,18.00,73.00
2026-06-24 18:38:04,18.00,73.00
2026-06-24 18:38:06,18.00,73.00
2026-06-24 18:38:08,18.00,73.00
2026-06-24 18:38:10,18.00,73.00
2026-06-24 18:38:12,18.00,73.00
2026-06-24 18:38:14,18.00,73.00
2026-06-24 18:38:16,18.00,73.00
2026-06-24 18:38:18,18.00,73.00
2026-06-24 19:08:48,26.50,40.50
2026-06-24 19:08:48,23.90,40.50
2026-06-24 19:08:48,24.00,40.50
2026-06-24 19:08:48,24.00,40.50
2026-06-24 19:08:48,24.00,40.50
2026-06-24 19:08:48,24.00,40.50
2026-06-24 19:08:48,24.00,40.50
2026-06-24 19:08:49,24.00,40.50
2026-06-24 19:08:49,24.00,40.50
2026-06-24 19:08:49,24.00,40.50
2026-06-24 19:08:49,24.00,40.50
2026-06-24 19:08:50,24.00,40.50
2026-06-24 20:13:35,18.00,73.00
2026-06-24 20:13:37,18.00,73.00
2026-06-24 20:13:39,18.00,73.00
2026-06-24 20:13:41,18.00,73.00
2026-06-24 20:13:43,18.00,73.00
2026-06-24 20:13:45,18.00,73.00
2026-06-24 20:13:47,18.00,73.00
2026-06-24 20:13:49,18.00,73.00
2026-06-24 20:13:51,18.00,73.00
2026-06-24 20:13:53,18.00,73.00
2026-06-24 20:13:55,18.00,73.00
2026-06-24 20:13:57,18.00,73.00
2026-06-24 20:13:59,18.00,73.00
2026-07-01 02:14:54,58.8,75.5
2026-07-01 02:15:27,24,40
2026-07-01 02:15:47,24,40
2026-07-01 02:16:07,48.6,21
2026-07-01 02:16:26,17.1,84
2026-07-01 02:16:45,80,3
2026-07-01 02:17:01,80,3
2026-07-01 02:17:18,80,3
2026-07-01 02:17:38,80,3
2026-07-01 02:18:01,80,3
2026-07-01 02:18:24,80,3
2026-07-01 02:18:48,80,3
2026-07-01 02:19:13,80,3
2026-07-01 02:19:40,80,3
2026-07-01 02:21:20,80,3
2026-07-01 02:21:39,-40,100
2026-07-01 02:23:57,0.2,56
2026-07-01 02:49:57,25.6,34.5
2026-07-03 17:55:25,24,40
2026-07-03 17:55:47,50.4,56
2026-07-03 17:56:06,50.4,56
2026-07-03 17:56:32,50.4,56
2026-07-03 17:56:54,42.6,56
2026-07-03 17:57:14,65.3,18.5
2026-07-06 15:58:15,24,40
2026-07-06 15:58:34,55.4,67
2026-07-06 15:59:02,-40,100
2026-07-06 15:59:21,80,0
